invoice_number,invoice_date,payment_due_date,invoice_type_code,payment_means_type_code,transaction_type,currency_code,tax_category_code,seller_name,seller_trn,seller_address,seller_city,seller_subdivision,seller_country_code,seller_legal_registration,seller_registration_identifier_type,buyer_name,buyer_trn,buyer_address,buyer_city,buyer_subdivision,buyer_country_code,buyer_legal_registration,buyer_registration_identifier_type,line_id,item_name,unit_of_measure,quantity,unit_price,line_net_amount,tax_category,tax_rate,tax_amount,total_without_tax,total_with_tax,amount_due
INV-2026-B-074,2026-04-05,2026-04-29,380,42,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 74,100344323176,"Suite 74, Business Center",Abu Dhabi,AZ,AE,L-500074,DED,1,Annual Platform Support,EA,10,1200.0,12000.0,Z,0.0,0.0,12000.0,12000.0,12000.0
INV-2026-B-075,2026-04-03,2026-04-26,380,30,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 75,100730713542,"Suite 75, Business Center",Fujairah,FU,AE,L-500075,DED,1,Enterprise ERP License,EA,4,500.0,2000.0,S,0.05,100.0,2000.0,2100.0,2100.0
INV-2026-B-076,2026-04-06,2026-04-25,380,10,B2C,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Retail Customer 76,,"Suite 76, Business Center",Dubai,DU,AE,,,1,Data Analytics Workshop,EA,1,1200.0,1200.0,Z,0.0,0.0,1200.0,1200.0,1200.0
INV-2026-B-077,2026-04-05,2026-04-23,380,42,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 77,100961654395,"Suite 77, Business Center",Abu Dhabi,AZ,AE,L-500077,DED,1,Network Infrastructure Gear,EA,8,100.0,800.0,Z,0.0,0.0,800.0,800.0,800.0
INV-2026-B-078,2026-04-01,2026-04-21,380,30,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 78,100671351616,"Suite 78, Business Center",Fujairah,FU,AE,L-500078,DED,1,Compliance Audit Fees,EA,5,2500.0,12500.0,S,0.05,625.0,12500.0,13125.0,13125.0
INV-2026-B-079,2026-04-01,2026-04-18,380,30,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 79,100849980301,"Suite 79, Business Center",Fujairah,FU,AE,L-500079,DED,1,Compliance Audit Fees,EA,3,500.0,1500.0,Z,0.0,0.0,1500.0,1500.0,1500.0
INV-2026-B-080,2026-04-01,2026-04-18,380,10,B2C,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Retail Customer 80,,"Suite 80, Business Center",Abu Dhabi,AZ,AE,,,1,Data Analytics Workshop,EA,6,100.0,600.0,E,0.0,0.0,600.0,600.0,600.0
INV-2026-B-081,2026-04-01,2026-04-23,380,10,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 81,100697853774,"Suite 81, Business Center",Ajman,AJ,AE,L-500081,DED,1,Enterprise ERP License,EA,5,1200.0,6000.0,E,0.0,0.0,6000.0,6000.0,6000.0
INV-2026-B-082,2026-04-03,2026-04-27,380,30,B2C,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Retail Customer 82,,"Suite 82, Business Center",Ajman,AJ,AE,,,1,Compliance Audit Fees,EA,10,1200.0,12000.0,Z,0.0,0.0,12000.0,12000.0,12000.0
INV-2026-B-083,2026-04-06,2026-04-21,380,10,B2C,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Retail Customer 83,,"Suite 83, Business Center",Umm Al Quwain,UQ,AE,,,1,Strategic Cloud Consulting,EA,2,500.0,1000.0,Z,0.0,0.0,1000.0,1000.0,1000.0
INV-2026-B-084,2026-04-01,2026-04-21,380,10,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 84,100289117553,"Suite 84, Business Center",Ajman,AJ,AE,L-500084,DED,1,Enterprise ERP License,EA,9,500.0,4500.0,Z,0.0,0.0,4500.0,4500.0,4500.0
INV-2026-B-085,2026-04-03,2026-04-26,380,30,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 85,100483011944,"Suite 85, Business Center",Dubai,DU,AE,L-500085,DED,1,Network Infrastructure Gear,EA,7,500.0,3500.0,S,0.05,175.0,3500.0,3675.0,3675.0
INV-2026-B-086,2026-04-05,2026-04-20,380,30,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 86,100908431027,"Suite 86, Business Center",Sharjah,SH,AE,L-500086,DED,1,Network Infrastructure Gear,EA,4,2500.0,10000.0,S,0.05,500.0,10000.0,10500.0,10500.0
INV-2026-B-087,2026-04-04,2026-04-26,380,10,B2C,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Retail Customer 87,,"Suite 87, Business Center",Umm Al Quwain,UQ,AE,,,1,Enterprise ERP License,EA,8,500.0,4000.0,S,0.05,200.0,4000.0,4200.0,4200.0
INV-2026-B-088,2026-04-03,2026-04-19,380,42,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 88,100929741793,"Suite 88, Business Center",Abu Dhabi,AZ,AE,L-500088,DED,1,Compliance Audit Fees,EA,5,100.0,500.0,E,0.0,0.0,500.0,500.0,500.0
INV-2026-B-089,2026-04-02,2026-04-22,380,10,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 89,100274098899,"Suite 89, Business Center",Ras Al Khaimah,RK,AE,L-500089,DED,1,Data Analytics Workshop,EA,1,1200.0,1200.0,S,0.05,60.0,1200.0,1260.0,1260.0
INV-2026-B-090,2026-04-03,2026-04-22,380,42,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 90,100339983853,"Suite 90, Business Center",Abu Dhabi,AZ,AE,L-500090,DED,1,Data Analytics Workshop,EA,2,500.0,1000.0,Z,0.0,0.0,1000.0,1000.0,1000.0
INV-2026-B-091,2026-04-02,2026-04-30,380,10,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 91,100785185066,"Suite 91, Business Center",Umm Al Quwain,UQ,AE,L-500091,DED,1,Annual Platform Support,EA,7,500.0,3500.0,E,0.0,0.0,3500.0,3500.0,3500.0
INV-2026-B-092,2026-04-03,2026-04-20,380,10,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 92,100953822050,"Suite 92, Business Center",Umm Al Quwain,UQ,AE,L-500092,DED,1,Enterprise ERP License,EA,10,1200.0,12000.0,E,0.0,0.0,12000.0,12000.0,12000.0
INV-2026-B-093,2026-04-05,2026-04-24,380,42,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 93,100913044449,"Suite 93, Business Center",Umm Al Quwain,UQ,AE,L-500093,DED,1,Data Analytics Workshop,EA,7,500.0,3500.0,E,0.0,0.0,3500.0,3500.0,3500.0
INV-2026-B-094,2026-04-06,2026-04-26,380,42,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 94,100275247129,"Suite 94, Business Center",Ajman,AJ,AE,L-500094,DED,1,Annual Platform Support,EA,3,2500.0,7500.0,S,0.05,375.0,7500.0,7875.0,7875.0
INV-2026-B-095,2026-04-06,2026-04-30,380,30,B2C,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Retail Customer 95,,"Suite 95, Business Center",Ras Al Khaimah,RK,AE,,,1,Network Infrastructure Gear,EA,9,1200.0,10800.0,E,0.0,0.0,10800.0,10800.0,10800.0
INV-2026-B-096,2026-04-02,2026-04-23,380,10,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 96,100366903048,"Suite 96, Business Center",Umm Al Quwain,UQ,AE,L-500096,DED,1,Annual Platform Support,EA,8,500.0,4000.0,S,0.05,200.0,4000.0,4200.0,4200.0
INV-2026-B-097,2026-04-06,2026-04-26,380,42,B2C,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Retail Customer 97,,"Suite 97, Business Center",Ajman,AJ,AE,,,1,Data Analytics Workshop,EA,5,2500.0,12500.0,S,0.05,625.0,12500.0,13125.0,13125.0
INV-2026-B-098,2026-04-01,2026-04-21,380,30,B2C,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Retail Customer 98,,"Suite 98, Business Center",Dubai,DU,AE,,,1,Data Analytics Workshop,EA,3,500.0,1500.0,E,0.0,0.0,1500.0,1500.0,1500.0
INV-2026-B-099,2026-04-05,2026-04-29,380,10,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 99,100830341506,"Suite 99, Business Center",Umm Al Quwain,UQ,AE,L-500099,DED,1,Enterprise ERP License,EA,9,1200.0,10800.0,Z,0.0,0.0,10800.0,10800.0,10800.0
INV-2026-B-100,2026-04-03,2026-05-01,380,30,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 100,100704143503,"Suite 100, Business Center",Dubai,DU,AE,L-500100,DED,1,Annual Platform Support,EA,2,100.0,200.0,E,0.0,0.0,200.0,200.0,200.0
INV-2026-B-101,2026-04-04,2026-04-30,380,10,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 101,100303938147,"Suite 101, Business Center",Abu Dhabi,AZ,AE,L-500101,DED,1,Compliance Audit Fees,EA,9,100.0,900.0,E,0.0,0.0,900.0,900.0,900.0
INV-2026-B-102,2026-04-04,2026-04-29,380,42,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 102,100207770279,"Suite 102, Business Center",Sharjah,SH,AE,L-500102,DED,1,Enterprise ERP License,EA,2,500.0,1000.0,S,0.05,50.0,1000.0,1050.0,1050.0
INV-2026-B-103,2026-04-03,2026-04-25,380,42,B2C,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Retail Customer 103,,"Suite 103, Business Center",Ras Al Khaimah,RK,AE,,,1,Compliance Audit Fees,EA,3,1200.0,3600.0,E,0.0,0.0,3600.0,3600.0,3600.0
INV-2026-B-104,2026-04-02,2026-04-27,380,42,B2C,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Retail Customer 104,,"Suite 104, Business Center",Abu Dhabi,AZ,AE,,,1,Network Infrastructure Gear,EA,10,500.0,5000.0,E,0.0,0.0,5000.0,5000.0,5000.0
INV-2026-B-105,2026-04-06,2026-04-22,380,30,B2C,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Retail Customer 105,,"Suite 105, Business Center",Fujairah,FU,AE,,,1,Data Analytics Workshop,EA,8,1200.0,9600.0,Z,0.0,0.0,9600.0,9600.0,9600.0
INV-2026-B-106,2026-04-01,2026-04-30,380,10,B2C,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Retail Customer 106,,"Suite 106, Business Center",Ras Al Khaimah,RK,AE,,,1,Annual Platform Support,EA,6,500.0,3000.0,E,0.0,0.0,3000.0,3000.0,3000.0
INV-2026-B-107,2026-04-06,2026-05-01,380,42,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 107,100801252336,"Suite 107, Business Center",Umm Al Quwain,UQ,AE,L-500107,DED,1,Data Analytics Workshop,EA,2,100.0,200.0,Z,0.0,0.0,200.0,200.0,200.0
INV-2026-B-108,2026-04-02,2026-04-23,380,30,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 108,100809755086,"Suite 108, Business Center",Sharjah,SH,AE,L-500108,DED,1,Network Infrastructure Gear,EA,9,100.0,900.0,E,0.0,0.0,900.0,900.0,900.0
INV-2026-B-109,2026-04-03,2026-04-19,380,10,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 109,100754509432,"Suite 109, Business Center",Fujairah,FU,AE,L-500109,DED,1,Network Infrastructure Gear,EA,8,500.0,4000.0,E,0.0,0.0,4000.0,4000.0,4000.0
INV-2026-B-110,2026-04-03,2026-04-23,380,10,B2C,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Retail Customer 110,,"Suite 110, Business Center",Dubai,DU,AE,,,1,Compliance Audit Fees,EA,10,500.0,5000.0,Z,0.0,0.0,5000.0,5000.0,5000.0
INV-2026-B-111,2026-04-04,2026-04-24,380,42,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 111,100968311295,"Suite 111, Business Center",Abu Dhabi,AZ,AE,L-500111,DED,1,Annual Platform Support,EA,6,100.0,600.0,Z,0.0,0.0,600.0,600.0,600.0
INV-2026-B-112,2026-04-04,2026-04-20,380,42,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 112,100381580390,"Suite 112, Business Center",Fujairah,FU,AE,L-500112,DED,1,Data Analytics Workshop,EA,3,100.0,300.0,E,0.0,0.0,300.0,300.0,300.0
INV-2026-B-113,2026-04-05,2026-04-18,380,30,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 113,100419569692,"Suite 113, Business Center",Abu Dhabi,AZ,AE,L-500113,DED,1,Data Analytics Workshop,EA,2,1200.0,2400.0,S,0.05,120.0,2400.0,2520.0,2520.0
INV-2026-B-114,2026-04-03,2026-04-21,380,42,B2C,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Retail Customer 114,,"Suite 114, Business Center",Umm Al Quwain,UQ,AE,,,1,Compliance Audit Fees,EA,6,1200.0,7200.0,S,0.05,360.0,7200.0,7560.0,7560.0
INV-2026-B-115,2026-04-04,2026-05-01,380,30,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 115,100902690338,"Suite 115, Business Center",Fujairah,FU,AE,L-500115,DED,1,Enterprise ERP License,EA,9,500.0,4500.0,S,0.05,225.0,4500.0,4725.0,4725.0
INV-2026-B-116,2026-04-03,2026-04-21,380,10,B2C,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Retail Customer 116,,"Suite 116, Business Center",Fujairah,FU,AE,,,1,Managed Security Services,EA,6,500.0,3000.0,S,0.05,150.0,3000.0,3150.0,3150.0
INV-2026-B-117,2026-04-04,2026-04-16,380,30,B2C,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Retail Customer 117,,"Suite 117, Business Center",Ras Al Khaimah,RK,AE,,,1,Network Infrastructure Gear,EA,2,500.0,1000.0,E,0.0,0.0,1000.0,1000.0,1000.0
INV-2026-B-118,2026-04-01,2026-04-29,380,30,B2C,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Retail Customer 118,,"Suite 118, Business Center",Fujairah,FU,AE,,,1,Annual Platform Support,EA,8,2500.0,20000.0,S,0.05,1000.0,20000.0,21000.0,21000.0
INV-2026-B-119,2026-04-02,2026-04-19,380,30,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 119,100130082971,"Suite 119, Business Center",Dubai,DU,AE,L-500119,DED,1,Enterprise ERP License,EA,8,1200.0,9600.0,Z,0.0,0.0,9600.0,9600.0,9600.0
INV-2026-B-120,2026-04-04,2026-04-16,380,30,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 120,100901026936,"Suite 120, Business Center",Umm Al Quwain,UQ,AE,L-500120,DED,1,Data Analytics Workshop,EA,1,100.0,100.0,E,0.0,0.0,100.0,100.0,100.0
INV-2026-B-121,2026-04-02,2026-04-26,380,42,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 121,100657412757,"Suite 121, Business Center",Dubai,DU,AE,L-500121,DED,1,Data Analytics Workshop,EA,6,2500.0,15000.0,S,0.05,750.0,15000.0,15750.0,15750.0
INV-2026-B-122,2026-04-06,2026-04-23,380,30,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 122,100792192850,"Suite 122, Business Center",Sharjah,SH,AE,L-500122,DED,1,Annual Platform Support,EA,6,500.0,3000.0,Z,0.0,0.0,3000.0,3000.0,3000.0
INV-2026-B-123,2026-04-05,2026-04-24,380,30,B2C,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Retail Customer 123,,"Suite 123, Business Center",Umm Al Quwain,UQ,AE,,,1,Annual Platform Support,EA,6,2500.0,15000.0,S,0.05,750.0,15000.0,15750.0,15750.0
INV-2026-B-124,2026-04-05,2026-05-01,380,10,B2C,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Retail Customer 124,,"Suite 124, Business Center",Sharjah,SH,AE,,,1,Strategic Cloud Consulting,EA,1,500.0,500.0,E,0.0,0.0,500.0,500.0,500.0
INV-2026-B-125,2026-04-04,2026-05-01,380,10,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 125,100198740778,"Suite 125, Business Center",Umm Al Quwain,UQ,AE,L-500125,DED,1,Enterprise ERP License,EA,9,100.0,900.0,Z,0.0,0.0,900.0,900.0,900.0
INV-2026-B-126,2026-04-01,2026-04-21,380,10,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 126,100720454654,"Suite 126, Business Center",Fujairah,FU,AE,L-500126,DED,1,Managed Security Services,EA,8,1200.0,9600.0,S,0.05,480.0,9600.0,10080.0,10080.0
INV-2026-B-127,2026-04-04,2026-04-28,380,30,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 127,100879781059,"Suite 127, Business Center",Sharjah,SH,AE,L-500127,DED,1,Compliance Audit Fees,EA,1,1200.0,1200.0,Z,0.0,0.0,1200.0,1200.0,1200.0
INV-2026-B-128,2026-04-01,2026-04-27,380,10,B2C,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Retail Customer 128,,"Suite 128, Business Center",Abu Dhabi,AZ,AE,,,1,Enterprise ERP License,EA,4,2500.0,10000.0,Z,0.0,0.0,10000.0,10000.0,10000.0
INV-2026-B-129,2026-04-03,2026-04-19,380,42,B2C,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Retail Customer 129,,"Suite 129, Business Center",Ajman,AJ,AE,,,1,Annual Platform Support,EA,4,1200.0,4800.0,E,0.0,0.0,4800.0,4800.0,4800.0
INV-2026-B-130,2026-04-06,2026-04-27,380,42,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 130,100625741031,"Suite 130, Business Center",Sharjah,SH,AE,L-500130,DED,1,Data Analytics Workshop,EA,7,500.0,3500.0,E,0.0,0.0,3500.0,3500.0,3500.0
INV-2026-B-131,2026-04-03,2026-04-16,380,42,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 131,100482888828,"Suite 131, Business Center",Ras Al Khaimah,RK,AE,L-500131,DED,1,Enterprise ERP License,EA,5,2500.0,12500.0,Z,0.0,0.0,12500.0,12500.0,12500.0
INV-2026-B-132,2026-04-02,2026-04-16,380,10,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 132,100795819599,"Suite 132, Business Center",Umm Al Quwain,UQ,AE,L-500132,DED,1,Network Infrastructure Gear,EA,5,500.0,2500.0,S,0.05,125.0,2500.0,2625.0,2625.0
INV-2026-B-133,2026-04-01,2026-04-21,380,30,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 133,100287396248,"Suite 133, Business Center",Umm Al Quwain,UQ,AE,L-500133,DED,1,Managed Security Services,EA,7,2500.0,17500.0,Z,0.0,0.0,17500.0,17500.0,17500.0
INV-2026-B-134,2026-04-02,2026-04-18,380,10,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 134,100865971714,"Suite 134, Business Center",Ajman,AJ,AE,L-500134,DED,1,Annual Platform Support,EA,2,1200.0,2400.0,E,0.0,0.0,2400.0,2400.0,2400.0
INV-2026-B-135,2026-04-06,2026-04-22,380,10,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 135,100278778503,"Suite 135, Business Center",Ajman,AJ,AE,L-500135,DED,1,Compliance Audit Fees,EA,3,1200.0,3600.0,S,0.05,180.0,3600.0,3780.0,3780.0
INV-2026-B-136,2026-04-02,2026-04-21,380,42,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 136,100859964049,"Suite 136, Business Center",Dubai,DU,AE,L-500136,DED,1,Strategic Cloud Consulting,EA,9,500.0,4500.0,E,0.0,0.0,4500.0,4500.0,4500.0
INV-2026-B-137,2026-04-03,2026-04-16,380,10,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 137,100639628567,"Suite 137, Business Center",Fujairah,FU,AE,L-500137,DED,1,Enterprise ERP License,EA,5,100.0,500.0,S,0.05,25.0,500.0,525.0,525.0
INV-2026-B-138,2026-04-04,2026-04-24,380,30,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 138,100229335178,"Suite 138, Business Center",Abu Dhabi,AZ,AE,L-500138,DED,1,Annual Platform Support,EA,7,1200.0,8400.0,E,0.0,0.0,8400.0,8400.0,8400.0
INV-2026-B-139,2026-04-02,2026-04-22,380,42,B2C,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Retail Customer 139,,"Suite 139, Business Center",Fujairah,FU,AE,,,1,Data Analytics Workshop,EA,10,100.0,1000.0,Z,0.0,0.0,1000.0,1000.0,1000.0
INV-2026-B-140,2026-04-02,2026-05-01,380,10,B2C,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Retail Customer 140,,"Suite 140, Business Center",Sharjah,SH,AE,,,1,Compliance Audit Fees,EA,2,2500.0,5000.0,S,0.05,250.0,5000.0,5250.0,5250.0
INV-2026-B-141,2026-04-06,2026-04-24,380,10,B2C,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Retail Customer 141,,"Suite 141, Business Center",Fujairah,FU,AE,,,1,Strategic Cloud Consulting,EA,6,500.0,3000.0,Z,0.0,0.0,3000.0,3000.0,3000.0
INV-2026-B-142,2026-04-03,2026-04-30,380,30,B2C,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Retail Customer 142,,"Suite 142, Business Center",Abu Dhabi,AZ,AE,,,1,Managed Security Services,EA,10,2500.0,25000.0,S,0.05,1250.0,25000.0,26250.0,26250.0
INV-2026-B-143,2026-04-01,2026-04-22,380,42,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 143,100264755927,"Suite 143, Business Center",Sharjah,SH,AE,L-500143,DED,1,Enterprise ERP License,EA,7,100.0,700.0,E,0.0,0.0,700.0,700.0,700.0
INV-2026-B-144,2026-04-03,2026-04-18,380,30,B2C,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Retail Customer 144,,"Suite 144, Business Center",Abu Dhabi,AZ,AE,,,1,Annual Platform Support,EA,2,1200.0,2400.0,S,0.05,120.0,2400.0,2520.0,2520.0
INV-2026-B-145,2026-04-06,2026-05-01,380,10,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 145,100376070032,"Suite 145, Business Center",Ajman,AJ,AE,L-500145,DED,1,Data Analytics Workshop,EA,7,2500.0,17500.0,E,0.0,0.0,17500.0,17500.0,17500.0
INV-2026-B-146,2026-04-02,2026-04-26,380,42,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 146,100714187522,"Suite 146, Business Center",Umm Al Quwain,UQ,AE,L-500146,DED,1,Network Infrastructure Gear,EA,2,1200.0,2400.0,Z,0.0,0.0,2400.0,2400.0,2400.0
INV-2026-B-147,2026-04-06,2026-04-24,380,30,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 147,100432758858,"Suite 147, Business Center",Ras Al Khaimah,RK,AE,L-500147,DED,1,Annual Platform Support,EA,9,1200.0,10800.0,S,0.05,540.0,10800.0,11340.0,11340.0
