invoice_number,invoice_date,payment_due_date,invoice_type_code,payment_means_type_code,transaction_type,currency_code,tax_category_code,seller_name,seller_trn,seller_address,seller_city,seller_subdivision,seller_country_code,seller_legal_registration,seller_registration_identifier_type,buyer_name,buyer_trn,buyer_address,buyer_city,buyer_subdivision,buyer_country_code,buyer_legal_registration,buyer_registration_identifier_type,line_id,item_name,unit_of_measure,quantity,unit_price,line_net_amount,tax_category,tax_rate,tax_amount,total_without_tax,total_with_tax,amount_due
INV-2026-X-074,2026-04-01,2026-04-17,380,10,B2C,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 74,,"Floor 8, Office 4",Dubai,DU,AE,,,1,Enterprise ERP License,EA,4,500.0,2000.0,S,0.05,100.0,2000.0,2100.0,2100.0
INV-2026-X-075,2026-04-05,2026-04-20,380,30,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 75,100866446870,"Floor 8, Office 5",Dubai,DU,AE,L-600075,DED,1,Network Infrastructure Gear,EA,1,500.0,500.0,E,0.0,0.0,500.0,500.0,500.0
INV-2026-X-076,2026-04-05,2026-04-29,380,30,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 76,100647428621,"Floor 8, Office 6",Fujairah,FU,AE,L-600076,DED,1,Strategic Cloud Consulting,EA,6,1200.0,7200.0,S,0.05,360.0,7200.0,7560.0,7560.0
INV-2026-X-077,2026-04-01,2026-04-29,380,42,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 77,100808051665,"Floor 8, Office 7",Fujairah,FU,AE,L-600077,DED,1,Data Analytics Workshop,EA,5,500.0,2500.0,Z,0.0,0.0,2500.0,2500.0,2500.0
INV-2026-X-078,2026-04-04,2026-05-01,380,10,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 78,100979892335,"Floor 8, Office 8",Dubai,DU,AE,L-600078,DED,1,Strategic Cloud Consulting,EA,7,500.0,3500.0,E,0.0,0.0,3500.0,3500.0,3500.0
INV-2026-X-079,2026-04-04,2026-04-27,380,42,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 79,100407084102,"Floor 8, Office 9",Dubai,DU,AE,L-600079,DED,1,Data Analytics Workshop,EA,6,100.0,600.0,Z,0.0,0.0,600.0,600.0,600.0
INV-2026-X-080,2026-04-01,2026-04-20,380,10,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 80,100183578754,"Floor 9, Office 0",Abu Dhabi,AZ,AE,L-600080,DED,1,Annual Platform Support,EA,8,500.0,4000.0,Z,0.0,0.0,4000.0,4000.0,4000.0
INV-2026-X-081,2026-04-06,2026-04-29,380,30,B2C,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 81,,"Floor 9, Office 1",Ajman,AJ,AE,,,1,Data Analytics Workshop,EA,3,100.0,300.0,S,0.05,15.0,300.0,315.0,315.0
INV-2026-X-082,2026-04-01,2026-04-26,380,42,B2C,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 82,,"Floor 9, Office 2",Dubai,DU,AE,,,1,Strategic Cloud Consulting,EA,6,1200.0,7200.0,S,0.05,360.0,7200.0,7560.0,7560.0
INV-2026-X-083,2026-04-06,2026-04-17,380,10,B2C,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 83,,"Floor 9, Office 3",Umm Al Quwain,UQ,AE,,,1,Managed Security Services,EA,7,1200.0,8400.0,E,0.0,0.0,8400.0,8400.0,8400.0
INV-2026-X-084,2026-04-05,2026-04-29,380,42,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 84,100147884453,"Floor 9, Office 4",Fujairah,FU,AE,L-600084,DED,1,Enterprise ERP License,EA,4,2500.0,10000.0,Z,0.0,0.0,10000.0,10000.0,10000.0
INV-2026-X-085,2026-04-05,2026-04-22,380,10,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 85,100505256310,"Floor 9, Office 5",Ras Al Khaimah,RK,AE,L-600085,DED,1,Data Analytics Workshop,EA,10,500.0,5000.0,E,0.0,0.0,5000.0,5000.0,5000.0
INV-2026-X-086,2026-04-01,2026-04-27,380,30,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 86,100530638660,"Floor 9, Office 6",Dubai,DU,AE,L-600086,DED,1,Compliance Audit Fees,EA,6,2500.0,15000.0,Z,0.0,0.0,15000.0,15000.0,15000.0
INV-2026-X-087,2026-04-02,2026-04-26,380,10,B2C,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 87,,"Floor 9, Office 7",Ajman,AJ,AE,,,1,Compliance Audit Fees,EA,9,100.0,900.0,S,0.05,45.0,900.0,945.0,945.0
INV-2026-X-088,2026-04-06,2026-05-01,380,10,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 88,100460481806,"Floor 9, Office 8",Umm Al Quwain,UQ,AE,L-600088,DED,1,Data Analytics Workshop,EA,2,500.0,1000.0,Z,0.0,0.0,1000.0,1000.0,1000.0
INV-2026-X-089,2026-04-02,2026-04-18,380,30,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 89,100592303104,"Floor 9, Office 9",Dubai,DU,AE,L-600089,DED,1,Managed Security Services,EA,7,1200.0,8400.0,S,0.05,420.0,8400.0,8820.0,8820.0
INV-2026-X-090,2026-04-06,2026-04-19,380,30,B2C,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 90,,"Floor 10, Office 0",Ras Al Khaimah,RK,AE,,,1,Annual Platform Support,EA,1,500.0,500.0,E,0.0,0.0,500.0,500.0,500.0
INV-2026-X-091,2026-04-05,2026-04-20,380,10,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 91,100699281898,"Floor 10, Office 1",Ras Al Khaimah,RK,AE,L-600091,DED,1,Compliance Audit Fees,EA,6,100.0,600.0,Z,0.0,0.0,600.0,600.0,600.0
INV-2026-X-092,2026-04-04,2026-04-25,380,30,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 92,100985463464,"Floor 10, Office 2",Ras Al Khaimah,RK,AE,L-600092,DED,1,Network Infrastructure Gear,EA,4,100.0,400.0,S,0.05,20.0,400.0,420.0,420.0
INV-2026-X-093,2026-04-06,2026-04-20,380,10,B2C,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 93,,"Floor 10, Office 3",Abu Dhabi,AZ,AE,,,1,Compliance Audit Fees,EA,6,1200.0,7200.0,S,0.05,360.0,7200.0,7560.0,7560.0
INV-2026-X-094,2026-04-02,2026-04-16,380,30,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 94,100104794080,"Floor 10, Office 4",Abu Dhabi,AZ,AE,L-600094,DED,1,Strategic Cloud Consulting,EA,5,2500.0,12500.0,S,0.05,625.0,12500.0,13125.0,13125.0
INV-2026-X-095,2026-04-06,2026-04-16,380,42,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 95,100847463689,"Floor 10, Office 5",Dubai,DU,AE,L-600095,DED,1,Strategic Cloud Consulting,EA,10,1200.0,12000.0,Z,0.0,0.0,12000.0,12000.0,12000.0
INV-2026-X-096,2026-04-06,2026-04-26,380,30,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 96,100890264663,"Floor 10, Office 6",Umm Al Quwain,UQ,AE,L-600096,DED,1,Enterprise ERP License,EA,1,2500.0,2500.0,E,0.0,0.0,2500.0,2500.0,2500.0
INV-2026-X-097,2026-04-05,2026-04-23,380,10,B2C,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 97,,"Floor 10, Office 7",Dubai,DU,AE,,,1,Data Analytics Workshop,EA,7,1200.0,8400.0,S,0.05,420.0,8400.0,8820.0,8820.0
INV-2026-X-098,2026-04-05,2026-04-23,380,10,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 98,100152231012,"Floor 10, Office 8",Ajman,AJ,AE,L-600098,DED,1,Compliance Audit Fees,EA,10,2500.0,25000.0,Z,0.0,0.0,25000.0,25000.0,25000.0
INV-2026-X-099,2026-04-02,2026-04-23,380,30,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 99,100690916872,"Floor 10, Office 9",Ajman,AJ,AE,L-600099,DED,1,Compliance Audit Fees,EA,5,500.0,2500.0,Z,0.0,0.0,2500.0,2500.0,2500.0
INV-2026-X-100,2026-04-05,2026-04-18,380,10,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 100,100724709017,"Floor 11, Office 0",Ajman,AJ,AE,L-600100,DED,1,Network Infrastructure Gear,EA,6,500.0,3000.0,S,0.05,150.0,3000.0,3150.0,3150.0
INV-2026-X-101,2026-04-01,2026-04-29,380,10,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 101,100752248648,"Floor 11, Office 1",Ajman,AJ,AE,L-600101,DED,1,Managed Security Services,EA,1,100.0,100.0,E,0.0,0.0,100.0,100.0,100.0
INV-2026-X-102,2026-04-06,2026-04-19,380,42,B2C,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 102,,"Floor 11, Office 2",Fujairah,FU,AE,,,1,Annual Platform Support,EA,8,100.0,800.0,Z,0.0,0.0,800.0,800.0,800.0
INV-2026-X-103,2026-04-04,2026-04-28,380,10,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 103,100575265426,"Floor 11, Office 3",Ajman,AJ,AE,L-600103,DED,1,Managed Security Services,EA,2,1200.0,2400.0,E,0.0,0.0,2400.0,2400.0,2400.0
INV-2026-X-104,2026-04-06,2026-04-24,380,10,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 104,100377761088,"Floor 11, Office 4",Fujairah,FU,AE,L-600104,DED,1,Network Infrastructure Gear,EA,8,500.0,4000.0,Z,0.0,0.0,4000.0,4000.0,4000.0
INV-2026-X-105,2026-04-03,2026-04-24,380,30,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 105,100318875700,"Floor 11, Office 5",Abu Dhabi,AZ,AE,L-600105,DED,1,Managed Security Services,EA,9,100.0,900.0,S,0.05,45.0,900.0,945.0,945.0
INV-2026-X-106,2026-04-01,2026-04-28,380,30,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 106,100674325394,"Floor 11, Office 6",Dubai,DU,AE,L-600106,DED,1,Compliance Audit Fees,EA,9,100.0,900.0,E,0.0,0.0,900.0,900.0,900.0
INV-2026-X-107,2026-04-03,2026-04-28,380,30,B2C,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 107,,"Floor 11, Office 7",Abu Dhabi,AZ,AE,,,1,Enterprise ERP License,EA,5,1200.0,6000.0,S,0.05,300.0,6000.0,6300.0,6300.0
INV-2026-X-108,2026-04-04,2026-05-01,380,42,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 108,100513495690,"Floor 11, Office 8",Umm Al Quwain,UQ,AE,L-600108,DED,1,Managed Security Services,EA,10,1200.0,12000.0,E,0.0,0.0,12000.0,12000.0,12000.0
INV-2026-X-109,2026-04-05,2026-04-20,380,42,B2C,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 109,,"Floor 11, Office 9",Fujairah,FU,AE,,,1,Strategic Cloud Consulting,EA,10,500.0,5000.0,S,0.05,250.0,5000.0,5250.0,5250.0
INV-2026-X-110,2026-04-04,2026-04-28,380,30,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 110,100140201983,"Floor 12, Office 0",Ajman,AJ,AE,L-600110,DED,1,Network Infrastructure Gear,EA,3,2500.0,7500.0,E,0.0,0.0,7500.0,7500.0,7500.0
INV-2026-X-111,2026-04-05,2026-04-27,380,42,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 111,100633791047,"Floor 12, Office 1",Ras Al Khaimah,RK,AE,L-600111,DED,1,Annual Platform Support,EA,7,2500.0,17500.0,Z,0.0,0.0,17500.0,17500.0,17500.0
INV-2026-X-112,2026-04-03,2026-04-30,380,42,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 112,100736094430,"Floor 12, Office 2",Abu Dhabi,AZ,AE,L-600112,DED,1,Network Infrastructure Gear,EA,3,100.0,300.0,S,0.05,15.0,300.0,315.0,315.0
INV-2026-X-113,2026-04-05,2026-05-01,380,42,B2C,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 113,,"Floor 12, Office 3",Ras Al Khaimah,RK,AE,,,1,Managed Security Services,EA,4,100.0,400.0,E,0.0,0.0,400.0,400.0,400.0
INV-2026-X-114,2026-04-03,2026-04-21,380,42,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 114,100770223353,"Floor 12, Office 4",Fujairah,FU,AE,L-600114,DED,1,Data Analytics Workshop,EA,7,100.0,700.0,S,0.05,35.0,700.0,735.0,735.0
INV-2026-X-115,2026-04-03,2026-04-16,380,30,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 115,100527905097,"Floor 12, Office 5",Umm Al Quwain,UQ,AE,L-600115,DED,1,Managed Security Services,EA,5,500.0,2500.0,S,0.05,125.0,2500.0,2625.0,2625.0
INV-2026-X-116,2026-04-03,2026-04-30,380,10,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 116,100423540276,"Floor 12, Office 6",Umm Al Quwain,UQ,AE,L-600116,DED,1,Data Analytics Workshop,EA,9,500.0,4500.0,Z,0.0,0.0,4500.0,4500.0,4500.0
INV-2026-X-117,2026-04-03,2026-04-26,380,42,B2C,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 117,,"Floor 12, Office 7",Ras Al Khaimah,RK,AE,,,1,Enterprise ERP License,EA,8,500.0,4000.0,E,0.0,0.0,4000.0,4000.0,4000.0
INV-2026-X-118,2026-04-05,2026-04-26,380,10,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 118,100958263950,"Floor 12, Office 8",Ajman,AJ,AE,L-600118,DED,1,Enterprise ERP License,EA,8,500.0,4000.0,S,0.05,200.0,4000.0,4200.0,4200.0
INV-2026-X-119,2026-04-02,2026-04-17,380,42,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 119,100903423949,"Floor 12, Office 9",Umm Al Quwain,UQ,AE,L-600119,DED,1,Managed Security Services,EA,2,500.0,1000.0,Z,0.0,0.0,1000.0,1000.0,1000.0
INV-2026-X-120,2026-04-01,2026-04-16,380,42,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 120,100744352146,"Floor 13, Office 0",Ajman,AJ,AE,L-600120,DED,1,Data Analytics Workshop,EA,8,100.0,800.0,S,0.05,40.0,800.0,840.0,840.0
INV-2026-X-121,2026-04-05,2026-04-18,380,10,B2C,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 121,,"Floor 13, Office 1",Ras Al Khaimah,RK,AE,,,1,Enterprise ERP License,EA,7,500.0,3500.0,E,0.0,0.0,3500.0,3500.0,3500.0
INV-2026-X-122,2026-04-01,2026-04-29,380,42,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 122,100890129068,"Floor 13, Office 2",Sharjah,SH,AE,L-600122,DED,1,Network Infrastructure Gear,EA,10,100.0,1000.0,Z,0.0,0.0,1000.0,1000.0,1000.0
INV-2026-X-123,2026-04-01,2026-04-20,380,30,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 123,100510565179,"Floor 13, Office 3",Abu Dhabi,AZ,AE,L-600123,DED,1,Compliance Audit Fees,EA,8,2500.0,20000.0,E,0.0,0.0,20000.0,20000.0,20000.0
INV-2026-X-124,2026-04-01,2026-04-21,380,30,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 124,100603064319,"Floor 13, Office 4",Umm Al Quwain,UQ,AE,L-600124,DED,1,Enterprise ERP License,EA,10,2500.0,25000.0,Z,0.0,0.0,25000.0,25000.0,25000.0
INV-2026-X-125,2026-04-02,2026-04-19,380,42,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 125,100271815251,"Floor 13, Office 5",Sharjah,SH,AE,L-600125,DED,1,Network Infrastructure Gear,EA,4,2500.0,10000.0,E,0.0,0.0,10000.0,10000.0,10000.0
INV-2026-X-126,2026-04-03,2026-04-24,380,10,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 126,100644878947,"Floor 13, Office 6",Sharjah,SH,AE,L-600126,DED,1,Data Analytics Workshop,EA,7,1200.0,8400.0,S,0.05,420.0,8400.0,8820.0,8820.0
INV-2026-X-127,2026-04-04,2026-04-23,380,42,B2C,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 127,,"Floor 13, Office 7",Sharjah,SH,AE,,,1,Data Analytics Workshop,EA,10,500.0,5000.0,E,0.0,0.0,5000.0,5000.0,5000.0
INV-2026-X-128,2026-04-04,2026-04-29,380,10,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 128,100186492865,"Floor 13, Office 8",Abu Dhabi,AZ,AE,L-600128,DED,1,Strategic Cloud Consulting,EA,9,500.0,4500.0,S,0.05,225.0,4500.0,4725.0,4725.0
INV-2026-X-129,2026-04-05,2026-04-17,380,10,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 129,100939779456,"Floor 13, Office 9",Umm Al Quwain,UQ,AE,L-600129,DED,1,Compliance Audit Fees,EA,3,500.0,1500.0,S,0.05,75.0,1500.0,1575.0,1575.0
INV-2026-X-130,2026-04-01,2026-04-30,380,30,B2C,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 130,,"Floor 14, Office 0",Umm Al Quwain,UQ,AE,,,1,Compliance Audit Fees,EA,5,1200.0,6000.0,S,0.05,300.0,6000.0,6300.0,6300.0
INV-2026-X-131,2026-04-04,2026-04-20,380,10,B2C,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 131,,"Floor 14, Office 1",Ras Al Khaimah,RK,AE,,,1,Enterprise ERP License,EA,6,500.0,3000.0,E,0.0,0.0,3000.0,3000.0,3000.0
INV-2026-X-132,2026-04-06,2026-04-20,380,42,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 132,100273129915,"Floor 14, Office 2",Umm Al Quwain,UQ,AE,L-600132,DED,1,Enterprise ERP License,EA,4,500.0,2000.0,Z,0.0,0.0,2000.0,2000.0,2000.0
INV-2026-X-133,2026-04-03,2026-04-22,380,42,B2C,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 133,,"Floor 14, Office 3",Abu Dhabi,AZ,AE,,,1,Annual Platform Support,EA,4,500.0,2000.0,E,0.0,0.0,2000.0,2000.0,2000.0
INV-2026-X-134,2026-04-04,2026-04-20,380,10,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 134,100372759070,"Floor 14, Office 4",Ras Al Khaimah,RK,AE,L-600134,DED,1,Managed Security Services,EA,1,1200.0,1200.0,E,0.0,0.0,1200.0,1200.0,1200.0
INV-2026-X-135,2026-04-04,2026-04-18,380,42,B2C,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 135,,"Floor 14, Office 5",Ras Al Khaimah,RK,AE,,,1,Strategic Cloud Consulting,EA,9,2500.0,22500.0,E,0.0,0.0,22500.0,22500.0,22500.0
INV-2026-X-136,2026-04-06,2026-04-25,380,30,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 136,100555304846,"Floor 14, Office 6",Sharjah,SH,AE,L-600136,DED,1,Strategic Cloud Consulting,EA,10,1200.0,12000.0,Z,0.0,0.0,12000.0,12000.0,12000.0
INV-2026-X-137,2026-04-01,2026-04-28,380,10,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 137,100421409604,"Floor 14, Office 7",Dubai,DU,AE,L-600137,DED,1,Data Analytics Workshop,EA,7,1200.0,8400.0,Z,0.0,0.0,8400.0,8400.0,8400.0
INV-2026-X-138,2026-04-02,2026-04-27,380,10,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 138,100107921001,"Floor 14, Office 8",Abu Dhabi,AZ,AE,L-600138,DED,1,Data Analytics Workshop,EA,5,500.0,2500.0,E,0.0,0.0,2500.0,2500.0,2500.0
INV-2026-X-139,2026-04-02,2026-04-24,380,10,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 139,100515983913,"Floor 14, Office 9",Ras Al Khaimah,RK,AE,L-600139,DED,1,Enterprise ERP License,EA,4,1200.0,4800.0,E,0.0,0.0,4800.0,4800.0,4800.0
INV-2026-X-140,2026-04-02,2026-04-28,380,30,B2C,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 140,,"Floor 15, Office 0",Fujairah,FU,AE,,,1,Managed Security Services,EA,8,2500.0,20000.0,Z,0.0,0.0,20000.0,20000.0,20000.0
INV-2026-X-141,2026-04-03,2026-04-29,380,30,B2C,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 141,,"Floor 15, Office 1",Ras Al Khaimah,RK,AE,,,1,Network Infrastructure Gear,EA,1,2500.0,2500.0,E,0.0,0.0,2500.0,2500.0,2500.0
INV-2026-X-142,2026-04-04,2026-04-25,380,10,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 142,100207313213,"Floor 15, Office 2",Ras Al Khaimah,RK,AE,L-600142,DED,1,Compliance Audit Fees,EA,7,100.0,700.0,S,0.05,35.0,700.0,735.0,735.0
INV-2026-X-143,2026-04-03,2026-04-30,380,30,B2C,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 143,,"Floor 15, Office 3",Ajman,AJ,AE,,,1,Managed Security Services,EA,1,100.0,100.0,S,0.05,5.0,100.0,105.0,105.0
INV-2026-X-144,2026-04-06,2026-05-01,380,10,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 144,100302949758,"Floor 15, Office 4",Fujairah,FU,AE,L-600144,DED,1,Strategic Cloud Consulting,EA,2,100.0,200.0,S,0.05,10.0,200.0,210.0,210.0
INV-2026-X-145,2026-04-04,2026-04-20,380,10,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Entity 145,100508860287,"Floor 15, Office 5",Ajman,AJ,AE,L-600145,DED,1,Strategic Cloud Consulting,EA,1,2500.0,2500.0,E,0.0,0.0,2500.0,2500.0,2500.0
INV-2026-X-146,2026-04-02,2026-04-25,380,42,B2C,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 146,,"Floor 15, Office 6",Abu Dhabi,AZ,AE,,,1,Strategic Cloud Consulting,EA,1,100.0,100.0,Z,0.0,0.0,100.0,100.0,100.0
INV-2026-X-147,2026-04-02,2026-04-23,380,10,B2C,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Consumer 147,,"Floor 15, Office 7",Abu Dhabi,AZ,AE,,,1,Annual Platform Support,EA,4,100.0,400.0,S,0.05,20.0,400.0,420.0,420.0
